game_uuid,genre_id
94C73B23-9AFE-4952-94D2-9564FDE8F7CB,8
B9F6D223-1388-4690-845C-5AE2DEEAD86D,9
B9F6D223-1388-4690-845C-5AE2DEEAD86D,31
B9F6D223-1388-4690-845C-5AE2DEEAD86D,5
B9F6D223-1388-4690-845C-5AE2DEEAD86D,8
4AFA7AFD-F3F8-4541-9D99-387D856FD096,31
4AFA7AFD-F3F8-4541-9D99-387D856FD096,8
4AFA7AFD-F3F8-4541-9D99-387D856FD096,5
AD7AA56C-F1A6-4587-9BA2-21E71E0E4260,31
AD7AA56C-F1A6-4587-9BA2-21E71E0E4260,5
C6FFF0D0-1330-4E84-ABAC-6CA531C24D21,15
C6FFF0D0-1330-4E84-ABAC-6CA531C24D21,12
C6FFF0D0-1330-4E84-ABAC-6CA531C24D21,11
C6FFF0D0-1330-4E84-ABAC-6CA531C24D21,16
BBF31200-009E-4150-9AD9-4469B76734C0,32
BBF31200-009E-4150-9AD9-4469B76734C0,8
E29452FB-DE56-4E4E-BCA3-7E6AFDE4FE1E,13
E29452FB-DE56-4E4E-BCA3-7E6AFDE4FE1E,15
7184F7D5-33B3-482E-893F-2F2C5FCF1F68,31
7184F7D5-33B3-482E-893F-2F2C5FCF1F68,8
7184F7D5-33B3-482E-893F-2F2C5FCF1F68,5
FDD36099-F804-456D-A111-0630268282F8,35
FDD36099-F804-456D-A111-0630268282F8,16
FDD36099-F804-456D-A111-0630268282F8,15
17A30491-0293-4B3C-9E0D-9EE556E235F9,32
17A30491-0293-4B3C-9E0D-9EE556E235F9,33
7317D653-8651-433A-B436-1973FA53815D,15
7317D653-8651-433A-B436-1973FA53815D,12
7317D653-8651-433A-B436-1973FA53815D,13
7317D653-8651-433A-B436-1973FA53815D,24
7317D653-8651-433A-B436-1973FA53815D,16
E92545F8-1FF5-4B53-95E7-16C29F708D8F,32
E92545F8-1FF5-4B53-95E7-16C29F708D8F,8
E92545F8-1FF5-4B53-95E7-16C29F708D8F,31
